,name,text
390,Monocrystalline solar module  PENTA  280  290 Watt 290W,name: Monocrystalline solar module  PENTA  280  290 Watt 290W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1654 x 989 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 290.0; weight: 18.2; product url: [Monocrystalline solar module - PENTA - 280 - 290 Watt (290W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-solar-module-penta-280-290-watt-290w-)
391,BiHiKu7 580610 Watt Bifacial Monocrystalline PERC  600W,name: BiHiKu7 580610 Watt Bifacial Monocrystalline PERC  600W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 33mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 600.0; weight: 15.65; product url: [BiHiKu7. 580-610 Watt. Bifacial Monocrystalline PERC.  (600W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-bihiku7-580-610-watt-bifacial-monocrystalline-perc-600w-)
392,Tiger Pro 72HC 540560 Watt MonoFacial Module 560W,name: Tiger Pro 72HC 540560 Watt MonoFacial Module 560W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline; Cell Dimensions: 2278 x 1134 x 30mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 560.0; weight: 12.7; product url: [Tiger Pro 72HC. 540-560 Watt. Mono-Facial Module. (560W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-pro-72hc-540-560-watt-mono-facial-module-560w-)
393,Tallmax Framed 252 Layout Module  470  490 Watt 485W,name: Tallmax Framed 252 Layout Module  470  490 Watt 485W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline PERC; Cell Dimensions: 2315 x 1016 x 35mm; Number of cells: 252.0; Application: Commercial; minimum wattage: 485.0; weight: 26.0; product url: [Tallmax Framed 252 Layout Module - 470 - 490 Watt (485W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tallmax-framed-252-layout-module-470-490-watt-485w-)
394,Tiger N Type 66TR 400420 Watt MonoFacial Module 400W,name: Tiger N Type 66TR 400420 Watt MonoFacial Module 400W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 1855 x 1029 x 30mm; Number of cells: 132.0; Application: Residential; minimum wattage: 400.0; weight: 9.43; product url: [Tiger N Type 66TR. 400-420 Watt. Mono-Facial Module. (400W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-n-type-66tr-400-420-watt-mono-facial-module-400w-)
395,Monocrystalline PV Module  PENTA Premium  275  290 Watt 285W,name: Monocrystalline PV Module  PENTA Premium  275  290 Watt 285W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1650 x 992 x 35mm; Number of cells: nan; Application: Residential; minimum wattage: 285.0; weight: 18.4; product url: [Monocrystalline PV Module - PENTA Premium - 275 - 290 Watt (285W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-pv-module-penta-premium-275-290-watt-285w-)
396,First Solar Series 4x PV Module  105  1175 Watt 1075W,name: First Solar Series 4x PV Module  105  1175 Watt 1075W; Manufacturer (Brand): First Solar; Cell Type: Thin-film; Cell Dimensions: 1200 x 600 x 6.8mm; Number of cells: 105.0; Application: Residential; minimum wattage: 107.0; weight: 12.0; product url: [First Solar Series 4x PV Module - 105 - 117.5 Watt (107.5W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-first-solar-series-4x-pv-module-105-117-5-watt-107-5w-)
397,"RSM408390M415M  390  415 Watt 410W Steel, Black","name: RSM408390M415M  390  415 Watt 410W Steel, Black; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 1754 x 1096 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 410.0; weight: 22.0; product url: [RSM40-8-390M-415M - 390 - 415 Watt (410W) Steel, Black](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm40-8-390m-415m-390-415-watt-410w-steel-black)"
398,Mono 375W MBB Halfcell Black Module  355375 Watt 375W,name: Mono 375W MBB Halfcell Black Module  355375 Watt 375W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 1769 x 1052 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 375.0; weight: 20.2; product url: [Mono 375W MBB Half-cell Black Module - 355-375 Watt (375W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-375w-mbb-half-cell-black-module-355-375-watt-375w-)
399,Tiger N Type 66TR 390410 Watt MonoFacial Module  390W,name: Tiger N Type 66TR 390410 Watt MonoFacial Module  390W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline; Cell Dimensions: 1855 x 1029 x 30mm; Number of cells: 132.0; Application: Residential; minimum wattage: 390.0; weight: 9.43; product url: [Tiger N Type 66TR. 390-410 Watt. Mono-Facial Module.  (390W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-n-type-66tr-390-410-watt-mono-facial-module-390w-)
400,Deep Blue 30 Light  JAM54S31  380  405 Watt 400W,name: Deep Blue 30 Light  JAM54S31  380  405 Watt 400W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Residential; minimum wattage: 400.0; weight: 21.5; product url: [Deep Blue 3.0 Light - JAM54S31 - 380 - 405 Watt (400W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-deep-blue-3-0-light-jam54s31-380-405-watt-400w-)
401,Deep Blue 30  JAM72D30  525 550 Watt 545W,name: Deep Blue 30  JAM72D30  525 550 Watt 545W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 2278 x 1134 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 545.0; weight: 31.8; product url: [Deep Blue 3.0 - JAM72D30 - 525 -550 Watt (545W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-deep-blue-3-0-jam72d30-525-550-watt-545w-)
402,LG NeON 2 ACe  60 Cell  Monocrystalline  370  375 375W,name: LG NeON 2 ACe  60 Cell  Monocrystalline  370  375 375W; Manufacturer (Brand): LG Solar; Cell Type: Monocrystalline; Cell Dimensions: 1740 x 1042 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 375.0; weight: 20.2; product url: [LG NeON 2 ACe - 60 Cell - Monocrystalline - 370 - 375 (375W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-2-ace-60-cell-monocrystalline-370-375-375w-)
403,RSM408390M415M  390  415 Watt 395W Steel,name: RSM408390M415M  390  415 Watt 395W Steel; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 1754 x 1096 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 395.0; weight: 22.0; product url: [RSM40-8-390M-415M - 390 - 415 Watt (395W) Steel](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm40-8-390m-415m-390-415-watt-395w-steel)
404,Eagle Continental 380  400 Watt Monocrystalline PERC Half Cell Module 380W,name: Eagle Continental 380  400 Watt Monocrystalline PERC Half Cell Module 380W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline PERC; Cell Dimensions: 2008 x 1002 x 40mm; Number of cells: 144.0; Application: Residential; minimum wattage: 380.0; weight: 10.21; product url: [Eagle Continental. 380 - 400 Watt. Monocrystalline PERC Half Cell Module. (380W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-eagle-continental-380-400-watt-monocrystalline-perc-half-cell-module-380w-)
405,Monocrystalline solar module  PENTA   270  285 Watt 280W,name: Monocrystalline solar module  PENTA   270  285 Watt 280W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1654 x 989 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 280.0; weight: 18.2; product url: [Monocrystalline solar module - PENTA -  270 - 285 Watt (280W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-solar-module-penta-270-285-watt-280w-)
406,Tiger 78TR 470490 Watt MonoFacial Module  475W,name: Tiger 78TR 470490 Watt MonoFacial Module  475W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline; Cell Dimensions: 2182 x 1029 x 35mm; Number of cells: 156.0; Application: Commercial; minimum wattage: 475.0; weight: 11.34; product url: [Tiger 78TR. 470-490 Watt. Mono-Facial Module.  (475W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-78tr-470-490-watt-mono-facial-module-475w-)
407,HiMO 4m  355  375 Watt 360W,name: HiMO 4m  355  375 Watt 360W; Manufacturer (Brand): LONGi; Cell Type: nan; Cell Dimensions: 1755 x 1038 x 35mm; Number of cells: 120.0; Application: Residential; minimum wattage: 360.0; weight: 19.5; product url: [Hi-MO 4m - 355 - 375 Watt (360W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hi-mo-4m-355-375-watt-360w-)
408,Tiger N Type 66TR 390410 Watt MonoFacial Module  405W,name: Tiger N Type 66TR 390410 Watt MonoFacial Module  405W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline; Cell Dimensions: 1855 x 1029 x 30mm; Number of cells: 132.0; Application: Residential; minimum wattage: 405.0; weight: 9.43; product url: [Tiger N Type 66TR. 390-410 Watt. Mono-Facial Module.  (405W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-n-type-66tr-390-410-watt-mono-facial-module-405w-)
409,HiHero 415  440 Watt High Efficiency Heterojunction Cell Technology  440W,name: HiHero 415  440 Watt High Efficiency Heterojunction Cell Technology  440W; Manufacturer (Brand): Canadian Solar; Cell Type: HJT cells; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Commercial; minimum wattage: 440.0; weight: 10.43; product url: [HiHero. 415 - 440 Watt. High Efficiency Heterojunction Cell Technology.  (440W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hihero-415-440-watt-high-efficiency-heterojunction-cell-technology-440w-)
410,"Vertex BACKSHEET MONOCRYSTALLINE MODULE	 380  400 Watt 390W","name: Vertex BACKSHEET MONOCRYSTALLINE MODULE	 380  400 Watt 390W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 1754 x 1096 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 390.0; weight: 21.0; product url: [Vertex BACKSHEET MONOCRYSTALLINE MODULE	- 380 - 400 Watt (390W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-vertex-backsheet-monocrystalline-module-380-400-watt-390w-)"
411,Mission Solar Energy  MSE395SX9R,name: Mission Solar Energy  MSE395SX9R; Manufacturer (Brand): Mission Solar Energy; Cell Type: Monocrystalline; Cell Dimensions: 1907 x 1054 x 40mm; Number of cells: 66.0; Application: Residential; minimum wattage: 395.0; weight: 21.99; product url: [Mission Solar Energy - MSE395SX9R](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mission-solar-energy-mse395sx9r)
412,Mono 470W MBB HalfCell Module  445  470 Watt 445W,name: Mono 470W MBB HalfCell Module  445  470 Watt 445W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 2112 x 1052 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 445.0; weight: 24.5; product url: [Mono 470W MBB Half-Cell Module - 445 - 470 Watt (445W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-470w-mbb-half-cell-module-445-470-watt-445w-)
413,Eagle 72HM G2 395415 Watt Monocrystalline PERC Half Cell Module 405W,name: Eagle 72HM G2 395415 Watt Monocrystalline PERC Half Cell Module 405W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline PERC; Cell Dimensions: 2008 x 1002 x 40mm; Number of cells: 144.0; Application: Residential; minimum wattage: 405.0; weight: 10.21; product url: [Eagle 72HM G2. 395-415 Watt. Monocrystalline PERC Half Cell Module. (405W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-eagle-72hm-g2-395-415-watt-monocrystalline-perc-half-cell-module-405w-)
414,LG NeON R Prime 60 Cell  Monocrystalline  355  375 Watt 360W,name: LG NeON R Prime 60 Cell  Monocrystalline  355  375 Watt 360W; Manufacturer (Brand): LG Solar; Cell Type: Monocrystalline; Cell Dimensions: 1700 x 1016 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 360.0; weight: 17.5; product url: [LG NeON R Prime 60 Cell  Monocrystalline - 355 - 375 Watt (360W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-r-prime-60-cell-monocrystalline-355-375-watt-360w-)
415,Tallmax Plus FRAMED 144 HALFCELL MODULE  345  395 Watt 375W,name: Tallmax Plus FRAMED 144 HALFCELL MODULE  345  395 Watt 375W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 2000 x 992 x 40mm; Number of cells: 144.0; Application: Residential; minimum wattage: 375.0; weight: 23.0; product url: [Tallmax Plus FRAMED 144 HALF-CELL MODULE - 345 - 395 Watt (375W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tallmax-plus-framed-144-half-cell-module-345-395-watt-375w-)
416,Mono 375W MBB Halfcell Black Module  355375 Watt 360W,name: Mono 375W MBB Halfcell Black Module  355375 Watt 360W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 1769 x 1052 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 360.0; weight: 20.2; product url: [Mono 375W MBB Half-cell Black Module - 355-375 Watt (360W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-375w-mbb-half-cell-black-module-355-375-watt-360w-)
417,"RSM408390M415M  390  415 Watt 395W Steel, Black","name: RSM408390M415M  390  415 Watt 395W Steel, Black; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 1754 x 1096 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 395.0; weight: 22.0; product url: [RSM40-8-390M-415M - 390 - 415 Watt (395W) Steel, Black](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm40-8-390m-415m-390-415-watt-395w-steel-black)"
418,LG NeON R 60 cell Monocrystalline 365W  385 Watt 370W,name: LG NeON R 60 cell Monocrystalline 365W  385 Watt 370W; Manufacturer (Brand): LG Solar; Cell Type: Monocrystalline; Cell Dimensions: 1700 x 1016 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 370.0; weight: 17.5; product url: [LG NeON R 60 cell Monocrystalline 365W - 385 Watt (370W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-r-60-cell-monocrystalline-365w-385-watt-370w-)
419,Duomax BIFACIAL DUAL GLASS 72LAYOUT MODULE  350  370 Watt 370W,name: Duomax BIFACIAL DUAL GLASS 72LAYOUT MODULE  350  370 Watt 370W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 2000 x 1000 x 25mm; Number of cells: 72.0; Application: Residential; minimum wattage: 370.0; weight: 31.0; product url: [Duomax BIFACIAL DUAL GLASS 72-LAYOUT MODULE - 350 - 370 Watt (370W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-duomax-bifacial-dual-glass-72-layout-module-350-370-watt-370w-)
420,Series 7 TR1 505  540 Watt 510W,name: Series 7 TR1 505  540 Watt 510W; Manufacturer (Brand): First Solar; Cell Type: Thin-film; Cell Dimensions: 2300 x 1215 x nanmm; Number of cells: 268.0; Application: Commercial; minimum wattage: 510.0; weight: 39.7; product url: [Series 7 TR1- 505 - 540 Watt (510W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-series-7-tr1-505-540-watt-510w-)
421,Tiger Neo Ntype 78HL4BDV 605625 Watt Bifacial Module with Dual Glass NType 605W,name: Tiger Neo Ntype 78HL4BDV 605625 Watt Bifacial Module with Dual Glass NType 605W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 2465 x 1134 x 30mm; Number of cells: 156.0; Application: Commercial; minimum wattage: 605.0; weight: 34.6; product url: [Tiger Neo N-type 78HL4-BDV. 605-625 Watt. Bifacial Module with Dual Glass. N-Type. (605W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-neo-n-type-78hl4-bdv-605-625-watt-bifacial-module-with-dual-glass-n-type-605w-)
422,RSM1308430M450M  430  450 Watt 440W,name: RSM1308430M450M  430  450 Watt 440W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 1894 x 1096 x 30mm; Number of cells: 130.0; Application: Commercial; minimum wattage: 440.0; weight: 22.5; product url: [RSM130-8-430M-450M - 430 - 450 Watt (440W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm130-8-430m-450m-430-450-watt-440w-)
423,Deep Blue 40  JAM54D40  410  435 Watt 430W,name: Deep Blue 40  JAM54D40  410  435 Watt 430W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Commercial; minimum wattage: 430.0; weight: 21.5; product url: [Deep Blue 4.0 - JAM54D40 - 410 - 435 Watt (430W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-deep-blue-4-0-jam54d40-410-435-watt-430w-)
424,LG NeON 2 BiFacial  72 Cell  Monocrystalline  400  415 415W,name: LG NeON 2 BiFacial  72 Cell  Monocrystalline  400  415 415W; Manufacturer (Brand): LG Solar; Cell Type: Monocrystalline; Cell Dimensions: 2024 x 1024 x 40mm; Number of cells: 72.0; Application: Residential; minimum wattage: 415.0; weight: 20.3; product url: [LG NeON 2 BiFacial - 72 Cell - Monocrystalline - 400 - 415 (415W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-2-bifacial-72-cell-monocrystalline-400-415-415w-)
425,Tiger Neo Ntype 60HL4V 460480 Watt MonoFacial Module NType 475W,name: Tiger Neo Ntype 60HL4V 460480 Watt MonoFacial Module NType 475W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 1903 x 1134 x 30mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 475.0; weight: 10.98; product url: [Tiger Neo N-type 60HL4-(V). 460-480 Watt. Mono-Facial Module. N-Type. (475W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-neo-n-type-60hl4-v-460-480-watt-mono-facial-module-n-type-475w-)
426,HiKu7 580  610 Watt Monocrystalline PERC R Series 605W,name: HiKu7 580  610 Watt Monocrystalline PERC R Series 605W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 35mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 605.0; weight: 14.06; product url: [HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (605W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku7-580-610-watt-monocrystalline-perc-r-series-605w-)
427,Mono 390W MBB HalfCell Module   365390 Watt 365W,name: Mono 390W MBB HalfCell Module   365390 Watt 365W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 1769 x 1052 x 35mm; Number of cells: 120.0; Application: Residential; minimum wattage: 365.0; weight: 20.5; product url: [Mono 390W MBB Half-Cell Module  - 365-390 Watt (365W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-390w-mbb-half-cell-module-365-390-watt-365w-)
428,HiKu 370  390 Watt High Power Monocrystalline PERC Module 380W,name: HiKu 370  390 Watt High Power Monocrystalline PERC Module 380W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 1765 x 1048 x 35mm; Number of cells: 120.0; Application: Residential; minimum wattage: 380.0; weight: 9.3; product url: [HiKu. 370 - 390 Watt. High Power Monocrystalline PERC Module. (380W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku-370-390-watt-high-power-monocrystalline-perc-module-380w-)
429,Tiger N Type 66TR 400420 Watt MonoFacial Module 420W,name: Tiger N Type 66TR 400420 Watt MonoFacial Module 420W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 1855 x 1029 x 30mm; Number of cells: 132.0; Application: Commercial; minimum wattage: 420.0; weight: 9.43; product url: [Tiger N Type 66TR. 400-420 Watt. Mono-Facial Module. (420W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-n-type-66tr-400-420-watt-mono-facial-module-420w-)
430,DEEP BLUE 30  JAM72S30  530  555 Watt 550W,name: DEEP BLUE 30  JAM72S30  530  555 Watt 550W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 2278 x 1134 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 550.0; weight: 28.1; product url: [DEEP BLUE 3.0 - JAM72S30 - 530 - 555 Watt (550W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-deep-blue-3-0-jam72s30-530-555-watt-550w-)
431,HiKu6 AllBlack 380  405 Watt All Black Monocrystalline PERC  390W,name: HiKu6 AllBlack 380  405 Watt All Black Monocrystalline PERC  390W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Residential; minimum wattage: 390.0; weight: 9.66; product url: [HiKu6 (All-Black). 380 - 405 Watt. All Black Monocrystalline PERC.  (390W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku6-all-black-380-405-watt-all-black-monocrystalline-perc-390w-)
432,RSM408390M415M  390  415 Watt 400W,name: RSM408390M415M  390  415 Watt 400W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 1754 x 1096 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 400.0; weight: 21.0; product url: [RSM40-8-390M-415M - 390 - 415 Watt (400W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm40-8-390m-415m-390-415-watt-400w-)
433,Monocrystalline PV Module  Astro 5s 395  410 Watt 410W,name: Monocrystalline PV Module  Astro 5s 395  410 Watt 410W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1708 x 1133 x 30mm; Number of cells: nan; Application: Residential; minimum wattage: 410.0; weight: 21.5; product url: [Monocrystalline PV Module - Astro 5s -395 - 410 Watt (410W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-pv-module-astro-5s-395-410-watt-410w-)
434,Monocrystalline solar module  PENTA  280  290 Watt 285W,name: Monocrystalline solar module  PENTA  280  290 Watt 285W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1654 x 989 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 285.0; weight: 18.2; product url: [Monocrystalline solar module - PENTA - 280 - 290 Watt (285W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-solar-module-penta-280-290-watt-285w-)
435,Mono 465W MBB Bifacial Monocrystalline PERC  440  465 Watt 445W,name: Mono 465W MBB Bifacial Monocrystalline PERC  440  465 Watt 445W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 2117 x 1052 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 445.0; weight: 27.3; product url: [Mono 465W MBB Bifacial Monocrystalline PERC - 440 - 465 Watt (445W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-465w-mbb-bifacial-monocrystalline-perc-440-465-watt-445w-)
436,REC Alpha PureR Series  400  430 Watt 430W,name: REC Alpha PureR Series  400  430 Watt 430W; Manufacturer (Brand): REC Solar; Cell Type: Half-Cell; Cell Dimensions: 1730 x 1118 x 30mm; Number of cells: 80.0; Application: Commercial; minimum wattage: 430.0; weight: 21.5; product url: [REC Alpha Pure-R Series - 400 - 430 Watt (430W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rec-alpha-pure-r-series-400-430-watt-430w-)
437,HiMO 4m  365  385 Watt 385W,name: HiMO 4m  365  385 Watt 385W; Manufacturer (Brand): LONGi; Cell Type: nan; Cell Dimensions: 1755 x 1038 x 35mm; Number of cells: 120.0; Application: Residential; minimum wattage: 385.0; weight: 19.5; product url: [Hi-MO 4m - 365 - 385 Watt (385W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hi-mo-4m-365-385-watt-385w-)
438,Tiger Neo NType 72HL4BDV 560580 Watt Bifacial Module NType 570W,name: Tiger Neo NType 72HL4BDV 560580 Watt Bifacial Module NType 570W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 2278 x 1134 x 30mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 570.0; weight: 14.51; product url: [Tiger Neo N-Type 72HL4-BDV. 560-580 Watt. Bifacial Module. N-Type. (570W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-neo-n-type-72hl4-bdv-560-580-watt-bifacial-module-n-type-570w-)
439,Tiger Neo Ntype 54HL4B 400420 Watt All Black Module NType 400W,name: Tiger Neo Ntype 54HL4B 400420 Watt All Black Module NType 400W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Residential; minimum wattage: 400.0; weight: 9.98; product url: [Tiger Neo N-type 54HL4-B. 400-420 Watt. All Black Module. N-Type. (400W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-neo-n-type-54hl4-b-400-420-watt-all-black-module-n-type-400w-)
440,Mono 385W MBB Bifacial Monocrystalline PERC   360  385 Watt 385W,name: Mono 385W MBB Bifacial Monocrystalline PERC   360  385 Watt 385W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 1774 x 1052 x 35mm; Number of cells: 120.0; Application: Residential; minimum wattage: 385.0; weight: 23.0; product url: [Mono 385W MBB Bifacial Monocrystalline PERC  - 360 - 385 Watt (385W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-385w-mbb-bifacial-monocrystalline-perc-360-385-watt-385w-)
441,Vertex Bifacial Dual Glass Moncosrystalline Module  480  505 Watt 490W,name: Vertex Bifacial Dual Glass Moncosrystalline Module  480  505 Watt 490W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 2187 x 1102 x 35mm; Number of cells: 150.0; Application: Commercial; minimum wattage: 490.0; weight: 30.1; product url: [Vertex Bifacial Dual Glass Moncosrystalline Module - 480 - 505 Watt (490W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-vertex-bifacial-dual-glass-moncosrystalline-module-480-505-watt-490w-)
